,simulation,time,R_c
720,cgenff/SM36/SM36/FEP/octanol/VDW/0700,373339,0.0412
721,cgenff/SM36/SM36/FEP/octanol/VDW/0750,1000802,0.0475
722,cgenff/SM36/SM36/FEP/octanol/VDW/0800,1038844,0.1109
723,cgenff/SM36/SM36/FEP/octanol/VDW/0850,971057,0.0482
724,cgenff/SM36/SM36/FEP/octanol/VDW/0900,361854,0.0207
725,cgenff/SM36/SM36/FEP/octanol/VDW/0950,50000,0.015
726,cgenff/SM36/SM36/FEP/octanol/VDW/1000,50000,0.0317
727,cgenff/SM36/SM36/FEP/water/Coulomb/0000,344397,0.0111
728,cgenff/SM36/SM36/FEP/water/Coulomb/0250,485493,0.0396
729,cgenff/SM36/SM36/FEP/water/Coulomb/0500,169500,0.0413
730,cgenff/SM36/SM36/FEP/water/Coulomb/0750,170071,0.0399
731,cgenff/SM36/SM36/FEP/water/Coulomb/1000,50000,0.0005
732,cgenff/SM36/SM36/FEP/water/VDW/0000,50000,0.0009
733,cgenff/SM36/SM36/FEP/water/VDW/0050,50000,0.0014
734,cgenff/SM36/SM36/FEP/water/VDW/0100,50000,0.0003
735,cgenff/SM36/SM36/FEP/water/VDW/0200,50000,0.0004
736,cgenff/SM36/SM36/FEP/water/VDW/0300,50000,0.0039
737,cgenff/SM36/SM36/FEP/water/VDW/0400,50000,0.0045
738,cgenff/SM36/SM36/FEP/water/VDW/0500,50000,0.0027
739,cgenff/SM36/SM36/FEP/water/VDW/0600,50000,0.0079
740,cgenff/SM36/SM36/FEP/water/VDW/0650,172389,0.0104
741,cgenff/SM36/SM36/FEP/water/VDW/0700,169985,0.035
742,cgenff/SM36/SM36/FEP/water/VDW/0750,50000,0.0492
743,cgenff/SM36/SM36/FEP/water/VDW/0800,50000,0.0171
744,cgenff/SM36/SM36/FEP/water/VDW/0850,50000,0.0035
745,cgenff/SM36/SM36/FEP/water/VDW/0900,50000,0.0033
746,cgenff/SM36/SM36/FEP/water/VDW/0950,50000,0.0046
747,cgenff/SM36/SM36/FEP/water/VDW/1000,50000,0.0015
748,cgenff/SM37/SM37/FEP/octanol/Coulomb/0000,921806,0.0201
749,cgenff/SM37/SM37/FEP/octanol/Coulomb/0125,1096834,0.4107
750,cgenff/SM37/SM37/FEP/octanol/Coulomb/0250,1112385,0.0663
751,cgenff/SM37/SM37/FEP/octanol/Coulomb/0375,475047,0.0142
752,cgenff/SM37/SM37/FEP/octanol/Coulomb/0500,329523,0.0474
753,cgenff/SM37/SM37/FEP/octanol/Coulomb/0750,50000,0.0463
754,cgenff/SM37/SM37/FEP/octanol/Coulomb/1000,207360,0.002
755,cgenff/SM37/SM37/FEP/octanol/VDW/0000,50000,0.035
756,cgenff/SM37/SM37/FEP/octanol/VDW/0050,155285,0.0414
757,cgenff/SM37/SM37/FEP/octanol/VDW/0100,155384,0.0171
758,cgenff/SM37/SM37/FEP/octanol/VDW/0200,50000,0.0138
759,cgenff/SM37/SM37/FEP/octanol/VDW/0300,50000,0.0119
760,cgenff/SM37/SM37/FEP/octanol/VDW/0400,50000,0.0388
761,cgenff/SM37/SM37/FEP/octanol/VDW/0500,153456,0.0233
762,cgenff/SM37/SM37/FEP/octanol/VDW/0600,50000,0.0284
763,cgenff/SM37/SM37/FEP/octanol/VDW/0650,50000,0.0348
764,cgenff/SM37/SM37/FEP/octanol/VDW/0700,360415,0.0429
765,cgenff/SM37/SM37/FEP/octanol/VDW/0750,369265,0.042
766,cgenff/SM37/SM37/FEP/octanol/VDW/0800,1191503,0.0892
767,cgenff/SM37/SM37/FEP/octanol/VDW/0850,1018114,0.0903
768,cgenff/SM37/SM37/FEP/octanol/VDW/0900,147081,0.0234
769,cgenff/SM37/SM37/FEP/octanol/VDW/0950,50000,0.0076
770,cgenff/SM37/SM37/FEP/octanol/VDW/1000,50000,0.0179
771,cgenff/SM37/SM37/FEP/water/Coulomb/0000,50000,0.0008
772,cgenff/SM37/SM37/FEP/water/Coulomb/0250,415386,0.0292
773,cgenff/SM37/SM37/FEP/water/Coulomb/0500,50000,0.0163
774,cgenff/SM37/SM37/FEP/water/Coulomb/0750,50000,0.012
775,cgenff/SM37/SM37/FEP/water/Coulomb/1000,175659,0.0003
776,cgenff/SM37/SM37/FEP/water/VDW/0000,50000,0.0004
777,cgenff/SM37/SM37/FEP/water/VDW/0050,50000,0.003
778,cgenff/SM37/SM37/FEP/water/VDW/0100,50000,0.0013
779,cgenff/SM37/SM37/FEP/water/VDW/0200,50000,0.0007
780,cgenff/SM37/SM37/FEP/water/VDW/0300,50000,0.0008
781,cgenff/SM37/SM37/FEP/water/VDW/0400,50000,0.004
782,cgenff/SM37/SM37/FEP/water/VDW/0500,50000,0.007
783,cgenff/SM37/SM37/FEP/water/VDW/0600,50000,0.0293
784,cgenff/SM37/SM37/FEP/water/VDW/0650,50000,0.0146
785,cgenff/SM37/SM37/FEP/water/VDW/0700,235953,0.0279
786,cgenff/SM37/SM37/FEP/water/VDW/0750,168126,0.0281
787,cgenff/SM37/SM37/FEP/water/VDW/0800,50000,0.026
788,cgenff/SM37/SM37/FEP/water/VDW/0850,50000,0.024
789,cgenff/SM37/SM37/FEP/water/VDW/0900,50000,0.0022
790,cgenff/SM37/SM37/FEP/water/VDW/0950,50000,0.0028
791,cgenff/SM37/SM37/FEP/water/VDW/1000,50000,0.0014
792,cgenff/SM38/SM38/FEP/octanol/Coulomb/0000,1061771,0.2172
793,cgenff/SM38/SM38/FEP/octanol/Coulomb/0125,917864,0.0466
794,cgenff/SM38/SM38/FEP/octanol/Coulomb/0250,1030872,0.062
795,cgenff/SM38/SM38/FEP/octanol/Coulomb/0375,369024,0.0388
796,cgenff/SM38/SM38/FEP/octanol/Coulomb/0500,1007702,0.2171
797,cgenff/SM38/SM38/FEP/octanol/Coulomb/0750,392757,0.0354
798,cgenff/SM38/SM38/FEP/octanol/Coulomb/1000,637140,0.0407
799,cgenff/SM38/SM38/FEP/octanol/VDW/0000,50000,0.0267
800,cgenff/SM38/SM38/FEP/octanol/VDW/0050,162731,0.0296
801,cgenff/SM38/SM38/FEP/octanol/VDW/0100,228686,0.041
802,cgenff/SM38/SM38/FEP/octanol/VDW/0200,161816,0.0031
803,cgenff/SM38/SM38/FEP/octanol/VDW/0300,162154,0.0358
804,cgenff/SM38/SM38/FEP/octanol/VDW/0400,50000,0.0097
805,cgenff/SM38/SM38/FEP/octanol/VDW/0500,160277,0.0061
806,cgenff/SM38/SM38/FEP/octanol/VDW/0600,50000,0.0302
807,cgenff/SM38/SM38/FEP/octanol/VDW/0650,158110,0.0282
808,cgenff/SM38/SM38/FEP/octanol/VDW/0700,219011,0.0263
809,cgenff/SM38/SM38/FEP/octanol/VDW/0750,218931,0.0474
810,cgenff/SM38/SM38/FEP/octanol/VDW/0800,389100,0.0475
811,cgenff/SM38/SM38/FEP/octanol/VDW/0850,692279,0.0419
812,cgenff/SM38/SM38/FEP/octanol/VDW/0900,220516,0.0456
813,cgenff/SM38/SM38/FEP/octanol/VDW/0950,50000,0.0272
814,cgenff/SM38/SM38/FEP/octanol/VDW/1000,50000,0.024
815,cgenff/SM38/SM38/FEP/water/Coulomb/0000,180906,0.0102
816,cgenff/SM38/SM38/FEP/water/Coulomb/0250,177463,0.0302
817,cgenff/SM38/SM38/FEP/water/Coulomb/0500,529401,0.0221
818,cgenff/SM38/SM38/FEP/water/Coulomb/0750,901636,0.0477
819,cgenff/SM38/SM38/FEP/water/Coulomb/1000,50000,0.0487
820,cgenff/SM38/SM38/FEP/water/VDW/0000,50000,0.0045
821,cgenff/SM38/SM38/FEP/water/VDW/0050,50000,0.0057
822,cgenff/SM38/SM38/FEP/water/VDW/0100,50000,0.0005
823,cgenff/SM38/SM38/FEP/water/VDW/0200,50000,0.0017
824,cgenff/SM38/SM38/FEP/water/VDW/0300,50000,0.0024
825,cgenff/SM38/SM38/FEP/water/VDW/0400,50000,0.0048
826,cgenff/SM38/SM38/FEP/water/VDW/0500,50000,0.0223
827,cgenff/SM38/SM38/FEP/water/VDW/0600,50000,0.0114
828,cgenff/SM38/SM38/FEP/water/VDW/0650,284929,0.0205
829,cgenff/SM38/SM38/FEP/water/VDW/0700,685418,0.0319
830,cgenff/SM38/SM38/FEP/water/VDW/0750,50000,0.0492
831,cgenff/SM38/SM38/FEP/water/VDW/0800,50000,0.0264
832,cgenff/SM38/SM38/FEP/water/VDW/0850,50000,0.015
833,cgenff/SM38/SM38/FEP/water/VDW/0900,50000,0.0048
834,cgenff/SM38/SM38/FEP/water/VDW/0950,50000,0.0025
835,cgenff/SM38/SM38/FEP/water/VDW/1000,50000,0.0007
836,cgenff/SM39/SM39/FEP/octanol/Coulomb/0000,1183986,0.2043
837,cgenff/SM39/SM39/FEP/octanol/Coulomb/0125,661182,0.0444
838,cgenff/SM39/SM39/FEP/octanol/Coulomb/0250,1157594,0.105
839,cgenff/SM39/SM39/FEP/octanol/Coulomb/0375,436483,0.043
840,cgenff/SM39/SM39/FEP/octanol/Coulomb/0500,1053991,0.0617
841,cgenff/SM39/SM39/FEP/octanol/Coulomb/0750,1013649,0.1455
842,cgenff/SM39/SM39/FEP/octanol/Coulomb/1000,153187,0.0228
843,cgenff/SM39/SM39/FEP/octanol/VDW/0000,238103,0.0318
844,cgenff/SM39/SM39/FEP/octanol/VDW/0050,242938,0.0307
845,cgenff/SM39/SM39/FEP/octanol/VDW/0100,675882,0.0431
846,cgenff/SM39/SM39/FEP/octanol/VDW/0200,157322,0.0251
847,cgenff/SM39/SM39/FEP/octanol/VDW/0300,157770,0.0286
848,cgenff/SM39/SM39/FEP/octanol/VDW/0400,242299,0.0031
849,cgenff/SM39/SM39/FEP/octanol/VDW/0500,50000,0.0157
850,cgenff/SM39/SM39/FEP/octanol/VDW/0600,155208,0.0488
851,cgenff/SM39/SM39/FEP/octanol/VDW/0650,153187,0.0274
852,cgenff/SM39/SM39/FEP/octanol/VDW/0700,148162,0.0168
853,cgenff/SM39/SM39/FEP/octanol/VDW/0750,680949,0.0342
854,cgenff/SM39/SM39/FEP/octanol/VDW/0800,964202,0.0266
855,cgenff/SM39/SM39/FEP/octanol/VDW/0850,827673,0.0487
856,cgenff/SM39/SM39/FEP/octanol/VDW/0900,366388,0.0394
857,cgenff/SM39/SM39/FEP/octanol/VDW/0950,357176,0.0459
858,cgenff/SM39/SM39/FEP/octanol/VDW/1000,50000,0.0101
859,cgenff/SM39/SM39/FEP/water/Coulomb/0000,50000,0.02
860,cgenff/SM39/SM39/FEP/water/Coulomb/0250,455499,0.0002
861,cgenff/SM39/SM39/FEP/water/Coulomb/0500,790538,0.0241
862,cgenff/SM39/SM39/FEP/water/Coulomb/0750,792503,0.0481
863,cgenff/SM39/SM39/FEP/water/Coulomb/1000,271473,0.0327
864,cgenff/SM39/SM39/FEP/water/VDW/0000,50000,0.029
865,cgenff/SM39/SM39/FEP/water/VDW/0050,174787,0.0283
866,cgenff/SM39/SM39/FEP/water/VDW/0100,50000,0.0429
867,cgenff/SM39/SM39/FEP/water/VDW/0200,50000,0.0139
868,cgenff/SM39/SM39/FEP/water/VDW/0300,50000,0.0121
869,cgenff/SM39/SM39/FEP/water/VDW/0400,50000,0.002
870,cgenff/SM39/SM39/FEP/water/VDW/0500,50000,0.0092
871,cgenff/SM39/SM39/FEP/water/VDW/0600,557131,0.0433
872,cgenff/SM39/SM39/FEP/water/VDW/0650,815070,0.0367
873,cgenff/SM39/SM39/FEP/water/VDW/0700,441321,0.0456
874,cgenff/SM39/SM39/FEP/water/VDW/0750,166727,0.0365
875,cgenff/SM39/SM39/FEP/water/VDW/0800,158664,0.0155
876,cgenff/SM39/SM39/FEP/water/VDW/0850,50000,0.0073
877,cgenff/SM39/SM39/FEP/water/VDW/0900,50000,0.0193
878,cgenff/SM39/SM39/FEP/water/VDW/0950,50000,0.002
879,cgenff/SM39/SM39/FEP/water/VDW/1000,50000,0.0005
880,cgenff/SM40/SM40/FEP/octanol/Coulomb/0000,1042363,0.0281
881,cgenff/SM40/SM40/FEP/octanol/Coulomb/0125,767068,0.0331
882,cgenff/SM40/SM40/FEP/octanol/Coulomb/0250,617389,0.0447
883,cgenff/SM40/SM40/FEP/octanol/Coulomb/0375,638706,0.0342
884,cgenff/SM40/SM40/FEP/octanol/Coulomb/0500,1069248,0.3266
885,cgenff/SM40/SM40/FEP/octanol/Coulomb/0750,388178,0.0417
886,cgenff/SM40/SM40/FEP/octanol/Coulomb/1000,155989,0.0095
887,cgenff/SM40/SM40/FEP/octanol/VDW/0000,50000,0.0365
888,cgenff/SM40/SM40/FEP/octanol/VDW/0050,327745,0.0086
889,cgenff/SM40/SM40/FEP/octanol/VDW/0100,50000,0.0398
890,cgenff/SM40/SM40/FEP/octanol/VDW/0200,234782,0.0101
891,cgenff/SM40/SM40/FEP/octanol/VDW/0300,159608,0.0359
892,cgenff/SM40/SM40/FEP/octanol/VDW/0400,128286,0.047
893,cgenff/SM40/SM40/FEP/octanol/VDW/0500,50000,0.0087
894,cgenff/SM40/SM40/FEP/octanol/VDW/0600,153557,0.0209
895,cgenff/SM40/SM40/FEP/octanol/VDW/0650,317046,0.0427
896,cgenff/SM40/SM40/FEP/octanol/VDW/0700,479164,0.0435
897,cgenff/SM40/SM40/FEP/octanol/VDW/0750,861045,0.0481
898,cgenff/SM40/SM40/FEP/octanol/VDW/0800,585204,0.0445
899,cgenff/SM40/SM40/FEP/octanol/VDW/0850,1054333,0.084
900,cgenff/SM40/SM40/FEP/octanol/VDW/0900,1028525,0.0484
901,cgenff/SM40/SM40/FEP/octanol/VDW/0950,122985,0.0121
902,cgenff/SM40/SM40/FEP/octanol/VDW/1000,155610,0.0222
903,cgenff/SM40/SM40/FEP/water/Coulomb/0000,50000,0.0011
904,cgenff/SM40/SM40/FEP/water/Coulomb/0250,170752,0.0241
905,cgenff/SM40/SM40/FEP/water/Coulomb/0500,1022120,0.0557
906,cgenff/SM40/SM40/FEP/water/Coulomb/0750,1220914,0.0494
907,cgenff/SM40/SM40/FEP/water/Coulomb/1000,50000,0.0009
908,cgenff/SM40/SM40/FEP/water/VDW/0000,50000,0.0014
909,cgenff/SM40/SM40/FEP/water/VDW/0050,50000,0.0044
910,cgenff/SM40/SM40/FEP/water/VDW/0100,50000,0.0004
911,cgenff/SM40/SM40/FEP/water/VDW/0200,50000,0.001
912,cgenff/SM40/SM40/FEP/water/VDW/0300,50000,0.0033
913,cgenff/SM40/SM40/FEP/water/VDW/0400,50000,0.0026
914,cgenff/SM40/SM40/FEP/water/VDW/0500,50000,0.0161
915,cgenff/SM40/SM40/FEP/water/VDW/0600,177023,0.0367
916,cgenff/SM40/SM40/FEP/water/VDW/0650,513814,0.047
917,cgenff/SM40/SM40/FEP/water/VDW/0700,767868,0.0447
918,cgenff/SM40/SM40/FEP/water/VDW/0750,131806,0.0358
919,cgenff/SM40/SM40/FEP/water/VDW/0800,199595,0.0469
920,cgenff/SM40/SM40/FEP/water/VDW/0850,50000,0.0069
921,cgenff/SM40/SM40/FEP/water/VDW/0900,50000,0.0043
922,cgenff/SM40/SM40/FEP/water/VDW/0950,50000,0.0026
923,cgenff/SM40/SM40/FEP/water/VDW/1000,50000,0.0007
924,cgenff/SM41/SM41/FEP/octanol/Coulomb/0000,606972,0.0331
925,cgenff/SM41/SM41/FEP/octanol/Coulomb/0125,692669,0.0357
926,cgenff/SM41/SM41/FEP/octanol/Coulomb/0250,1022553,0.0555
927,cgenff/SM41/SM41/FEP/octanol/Coulomb/0375,154473,0.0429
928,cgenff/SM41/SM41/FEP/octanol/Coulomb/0500,153164,0.0223
929,cgenff/SM41/SM41/FEP/octanol/Coulomb/0750,50000,0.0336
930,cgenff/SM41/SM41/FEP/octanol/Coulomb/1000,50000,0.0417
931,cgenff/SM41/SM41/FEP/octanol/VDW/0000,50000,0.0198
932,cgenff/SM41/SM41/FEP/octanol/VDW/0050,168521,0.0277
933,cgenff/SM41/SM41/FEP/octanol/VDW/0100,50000,0.0003
934,cgenff/SM41/SM41/FEP/octanol/VDW/0200,50000,0.0037
935,cgenff/SM41/SM41/FEP/octanol/VDW/0300,50000,0.0077
936,cgenff/SM41/SM41/FEP/octanol/VDW/0400,50000,0.0207
937,cgenff/SM41/SM41/FEP/octanol/VDW/0500,50000,0.029
938,cgenff/SM41/SM41/FEP/octanol/VDW/0600,165561,0.0302
939,cgenff/SM41/SM41/FEP/octanol/VDW/0650,164326,0.0312
940,cgenff/SM41/SM41/FEP/octanol/VDW/0700,166505,0.0312
941,cgenff/SM41/SM41/FEP/octanol/VDW/0750,413590,0.0374
942,cgenff/SM41/SM41/FEP/octanol/VDW/0800,234573,0.048
943,cgenff/SM41/SM41/FEP/octanol/VDW/0850,501782,0.0458
944,cgenff/SM41/SM41/FEP/octanol/VDW/0900,162080,0.0455
945,cgenff/SM41/SM41/FEP/octanol/VDW/0950,162924,0.0229
946,cgenff/SM41/SM41/FEP/octanol/VDW/1000,50000,0.0045
947,cgenff/SM41/SM41/FEP/water/Coulomb/0000,50000,0.023
948,cgenff/SM41/SM41/FEP/water/Coulomb/0250,50000,0.0009
949,cgenff/SM41/SM41/FEP/water/Coulomb/0500,50000,0.0008
950,cgenff/SM41/SM41/FEP/water/Coulomb/0750,50000,0.0003
951,cgenff/SM41/SM41/FEP/water/Coulomb/1000,50000,0.0001
952,cgenff/SM41/SM41/FEP/water/VDW/0000,50000,0.0005
953,cgenff/SM41/SM41/FEP/water/VDW/0050,50000,0.0003
954,cgenff/SM41/SM41/FEP/water/VDW/0100,50000,0.001
955,cgenff/SM41/SM41/FEP/water/VDW/0200,50000,0.0004
956,cgenff/SM41/SM41/FEP/water/VDW/0300,50000,0.0005
957,cgenff/SM41/SM41/FEP/water/VDW/0400,50000,0.0044
958,cgenff/SM41/SM41/FEP/water/VDW/0500,50000,0.0028
959,cgenff/SM41/SM41/FEP/water/VDW/0600,50000,0.0055
960,cgenff/SM41/SM41/FEP/water/VDW/0650,50000,0.0194
961,cgenff/SM41/SM41/FEP/water/VDW/0700,189216,0.0081
962,cgenff/SM41/SM41/FEP/water/VDW/0750,187012,0.0103
963,cgenff/SM41/SM41/FEP/water/VDW/0800,50000,0.011
964,cgenff/SM41/SM41/FEP/water/VDW/0850,50000,0.003
965,cgenff/SM41/SM41/FEP/water/VDW/0900,50000,0.0041
966,cgenff/SM41/SM41/FEP/water/VDW/0950,50000,0.0004
967,cgenff/SM41/SM41/FEP/water/VDW/1000,50000,0.001
968,cgenff/SM42/SM42/FEP/octanol/Coulomb/0000,1069725,0.1263
969,cgenff/SM42/SM42/FEP/octanol/Coulomb/0125,1008398,0.0529
970,cgenff/SM42/SM42/FEP/octanol/Coulomb/0250,364555,0.0485
971,cgenff/SM42/SM42/FEP/octanol/Coulomb/0375,50000,0.0453
972,cgenff/SM42/SM42/FEP/octanol/Coulomb/0500,50000,0.0207
973,cgenff/SM42/SM42/FEP/octanol/Coulomb/0750,50000,0.0137
974,cgenff/SM42/SM42/FEP/octanol/Coulomb/1000,50000,0.0056
975,cgenff/SM42/SM42/FEP/octanol/VDW/0000,156951,0.0164
976,cgenff/SM42/SM42/FEP/octanol/VDW/0050,158992,0.0204
977,cgenff/SM42/SM42/FEP/octanol/VDW/0100,50000,0.0104
978,cgenff/SM42/SM42/FEP/octanol/VDW/0200,50000,0.025
979,cgenff/SM42/SM42/FEP/octanol/VDW/0300,50000,0.0021
980,cgenff/SM42/SM42/FEP/octanol/VDW/0400,50000,0.0372
981,cgenff/SM42/SM42/FEP/octanol/VDW/0500,158420,0.031
982,cgenff/SM42/SM42/FEP/octanol/VDW/0600,50000,0.0201
983,cgenff/SM42/SM42/FEP/octanol/VDW/0650,156354,0.0161
984,cgenff/SM42/SM42/FEP/octanol/VDW/0700,155379,0.0404
985,cgenff/SM42/SM42/FEP/octanol/VDW/0750,150386,0.0368
986,cgenff/SM42/SM42/FEP/octanol/VDW/0800,625352,0.0149
987,cgenff/SM42/SM42/FEP/octanol/VDW/0850,1102500,0.0552
988,cgenff/SM42/SM42/FEP/octanol/VDW/0900,232244,0.0474
989,cgenff/SM42/SM42/FEP/octanol/VDW/0950,152556,0.0257
990,cgenff/SM42/SM42/FEP/octanol/VDW/1000,50000,0.0318
991,cgenff/SM42/SM42/FEP/water/Coulomb/0000,50000,0.0198
992,cgenff/SM42/SM42/FEP/water/Coulomb/0250,50000,0.0011
993,cgenff/SM42/SM42/FEP/water/Coulomb/0500,50000,0.0002
994,cgenff/SM42/SM42/FEP/water/Coulomb/0750,50000,0.0009
995,cgenff/SM42/SM42/FEP/water/Coulomb/1000,50000,0.0001
996,cgenff/SM42/SM42/FEP/water/VDW/0000,50000,0.0003
997,cgenff/SM42/SM42/FEP/water/VDW/0050,50000,0.0009
998,cgenff/SM42/SM42/FEP/water/VDW/0100,50000,0.0005
999,cgenff/SM42/SM42/FEP/water/VDW/0200,50000,0.0006
1000,cgenff/SM42/SM42/FEP/water/VDW/0300,50000,0.0027
1001,cgenff/SM42/SM42/FEP/water/VDW/0400,50000,0.0077
1002,cgenff/SM42/SM42/FEP/water/VDW/0500,50000,0.0116
1003,cgenff/SM42/SM42/FEP/water/VDW/0600,50000,0.0194
1004,cgenff/SM42/SM42/FEP/water/VDW/0650,50000,0.0238
1005,cgenff/SM42/SM42/FEP/water/VDW/0700,178717,0.0216
1006,cgenff/SM42/SM42/FEP/water/VDW/0750,174345,0.0365
1007,cgenff/SM42/SM42/FEP/water/VDW/0800,169286,0.0039
1008,cgenff/SM42/SM42/FEP/water/VDW/0850,50000,0.0089
1009,cgenff/SM42/SM42/FEP/water/VDW/0900,50000,0.0037
1010,cgenff/SM42/SM42/FEP/water/VDW/0950,50000,0.0009
1011,cgenff/SM42/SM42/FEP/water/VDW/1000,50000,0.0013
1012,cgenff/SM43/SM43/FEP/octanol/Coulomb/0000,1097327,0.1418
1013,cgenff/SM43/SM43/FEP/octanol/Coulomb/0125,837618,0.0333
1014,cgenff/SM43/SM43/FEP/octanol/Coulomb/0250,133084,0.0455
1015,cgenff/SM43/SM43/FEP/octanol/Coulomb/0375,147473,0.0429
1016,cgenff/SM43/SM43/FEP/octanol/Coulomb/0500,224925,0.019
1017,cgenff/SM43/SM43/FEP/octanol/Coulomb/0750,146375,0.0278
1018,cgenff/SM43/SM43/FEP/octanol/Coulomb/1000,50000,0.0262
1019,cgenff/SM43/SM43/FEP/octanol/VDW/0000,50000,0.0328
1020,cgenff/SM43/SM43/FEP/octanol/VDW/0050,50000,0.0036
1021,cgenff/SM43/SM43/FEP/octanol/VDW/0100,50000,0.0084
1022,cgenff/SM43/SM43/FEP/octanol/VDW/0200,50000,0.0144
1023,cgenff/SM43/SM43/FEP/octanol/VDW/0300,161017,0.0086
1024,cgenff/SM43/SM43/FEP/octanol/VDW/0400,161865,0.01
1025,cgenff/SM43/SM43/FEP/octanol/VDW/0500,156621,0.019
1026,cgenff/SM43/SM43/FEP/octanol/VDW/0600,157691,0.0112
1027,cgenff/SM43/SM43/FEP/octanol/VDW/0650,158806,0.0254
1028,cgenff/SM43/SM43/FEP/octanol/VDW/0700,159261,0.0262
1029,cgenff/SM43/SM43/FEP/octanol/VDW/0750,240508,0.017
1030,cgenff/SM43/SM43/FEP/octanol/VDW/0800,1049824,0.0645
1031,cgenff/SM43/SM43/FEP/octanol/VDW/0850,700673,0.0496
1032,cgenff/SM43/SM43/FEP/octanol/VDW/0900,156703,0.0461
1033,cgenff/SM43/SM43/FEP/octanol/VDW/0950,50000,0.0121
1034,cgenff/SM43/SM43/FEP/octanol/VDW/1000,50000,0.0093
1035,cgenff/SM43/SM43/FEP/water/Coulomb/0000,50000,0.0013
1036,cgenff/SM43/SM43/FEP/water/Coulomb/0250,50000,0.0134
1037,cgenff/SM43/SM43/FEP/water/Coulomb/0500,50000,0.0001
1038,cgenff/SM43/SM43/FEP/water/Coulomb/0750,50000,0.0004
1039,cgenff/SM43/SM43/FEP/water/Coulomb/1000,50000,0.0009
1040,cgenff/SM43/SM43/FEP/water/VDW/0000,50000,0.0004
1041,cgenff/SM43/SM43/FEP/water/VDW/0050,50000,0.0012
1042,cgenff/SM43/SM43/FEP/water/VDW/0100,50000,0.0004
1043,cgenff/SM43/SM43/FEP/water/VDW/0200,50000,0.0002
1044,cgenff/SM43/SM43/FEP/water/VDW/0300,50000,0.0006
1045,cgenff/SM43/SM43/FEP/water/VDW/0400,50000,0.0035
1046,cgenff/SM43/SM43/FEP/water/VDW/0500,50000,0.008
1047,cgenff/SM43/SM43/FEP/water/VDW/0600,50000,0.0072
1048,cgenff/SM43/SM43/FEP/water/VDW/0650,181510,0.0083
1049,cgenff/SM43/SM43/FEP/water/VDW/0700,180065,0.0224
1050,cgenff/SM43/SM43/FEP/water/VDW/0750,50000,0.0247
1051,cgenff/SM43/SM43/FEP/water/VDW/0800,50000,0.0244
1052,cgenff/SM43/SM43/FEP/water/VDW/0850,50000,0.0071
1053,cgenff/SM43/SM43/FEP/water/VDW/0900,50000,0.0024
1054,cgenff/SM43/SM43/FEP/water/VDW/0950,50000,0.002
1055,cgenff/SM43/SM43/FEP/water/VDW/1000,50000,0.0017
1056,cgenff/SM44/SM44/FEP/octanol/Coulomb/0000,1016129,0.1456
1057,cgenff/SM44/SM44/FEP/octanol/Coulomb/0125,1071023,0.0805
1058,cgenff/SM44/SM44/FEP/octanol/Coulomb/0250,385296,0.048
1059,cgenff/SM44/SM44/FEP/octanol/Coulomb/0375,701260,0.0459
1060,cgenff/SM44/SM44/FEP/octanol/Coulomb/0500,151104,0.0213
1061,cgenff/SM44/SM44/FEP/octanol/Coulomb/0750,50000,0.0052
1062,cgenff/SM44/SM44/FEP/octanol/Coulomb/1000,50000,0.0124
1063,cgenff/SM44/SM44/FEP/octanol/VDW/0000,167396,0.0179
1064,cgenff/SM44/SM44/FEP/octanol/VDW/0050,166902,0.0292
1065,cgenff/SM44/SM44/FEP/octanol/VDW/0100,50000,0.0028
1066,cgenff/SM44/SM44/FEP/octanol/VDW/0200,166826,0.0025
1067,cgenff/SM44/SM44/FEP/octanol/VDW/0300,166389,0.003
1068,cgenff/SM44/SM44/FEP/octanol/VDW/0400,167066,0.0078
1069,cgenff/SM44/SM44/FEP/octanol/VDW/0500,50000,0.0249
1070,cgenff/SM44/SM44/FEP/octanol/VDW/0600,164058,0.0244
1071,cgenff/SM44/SM44/FEP/octanol/VDW/0650,163562,0.0138
1072,cgenff/SM44/SM44/FEP/octanol/VDW/0700,163948,0.0156
1073,cgenff/SM44/SM44/FEP/octanol/VDW/0750,342687,0.0484
1074,cgenff/SM44/SM44/FEP/octanol/VDW/0800,341374,0.0345
1075,cgenff/SM44/SM44/FEP/octanol/VDW/0850,603479,0.0497
1076,cgenff/SM44/SM44/FEP/octanol/VDW/0900,161970,0.0189
1077,cgenff/SM44/SM44/FEP/octanol/VDW/0950,161803,0.0051
1078,cgenff/SM44/SM44/FEP/octanol/VDW/1000,50000,0.0238
1079,cgenff/SM44/SM44/FEP/water/Coulomb/0000,190166,0.0399
1080,cgenff/SM44/SM44/FEP/water/Coulomb/0250,50000,0.0046
1081,cgenff/SM44/SM44/FEP/water/Coulomb/0500,50000,0.0028
1082,cgenff/SM44/SM44/FEP/water/Coulomb/0750,50000,0.0006
1083,cgenff/SM44/SM44/FEP/water/Coulomb/1000,50000,0.0003
1084,cgenff/SM44/SM44/FEP/water/VDW/0000,50000,0.0012
1085,cgenff/SM44/SM44/FEP/water/VDW/0050,50000,0.0009
1086,cgenff/SM44/SM44/FEP/water/VDW/0100,50000,0.0004
1087,cgenff/SM44/SM44/FEP/water/VDW/0200,50000,0.0005
1088,cgenff/SM44/SM44/FEP/water/VDW/0300,50000,0.0017
1089,cgenff/SM44/SM44/FEP/water/VDW/0400,50000,0.0009
